DOI,Ano,WE,W-graphite,W-GCE,W-G,W-GO,W-rGO,W-Au,W-Cu,W-Pd,W-C,W-In,W-Sn,W-F,W-Fe,W-Ni,W-Polymer,W-Ti,W-N,W-Pt,W-Si,W-Al,W-graphene,Material,OH,O,La,Ni,Na,Zn,Cd,Ca,Pt,Ir,Pd,C,Cu,Ag,Ru,Al,Rh,Au,Co,Mn,Br,Mg,B,Fe,Pb,Zr,Ce,S,Si,N,V,Nb,Ta,Sn,P,In,Ti,Bi,Sb,Cr,W,Mo,Se,Ge,Te,Org,Polymer,Aniline,rGO,GO,G,MOF,Nano,CNT,Eletrolyte,pH,El_conc,reference,Pot_Onset_V (SHE),Pot_Ox_V (SHE),Ox_Onset,J__mA_cm,methanol,ethanol,concentration,analyte
10.1016/j.apsusc.2017.03.075,2017,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pt-CNT-rGO,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,H2SO4,1,0.5,Ag/AgCl,0.649,0.849,0.2,0.6,1,0,1,methanol
10.1016/j.fuel.2020.118078,2020,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PtCo-TiWO2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,H2SO4,1,0.5,SHE,0.1,0.75,0.65,0.567,1,0,,methanol
10.1016/j.fuel.2020.118078,2020,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pt-TiWO2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,H2SO4,1,0.5,SHE,0.1,0.7,0.6,0.551,1,0,,methanol
10.1016/j.fuel.2020.118078,2020,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pt-C,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,H2SO4,1,0.5,SHE,0.3,0.7,0.4,0.508,1,0,,methanol
10.1016/j.fuel.2020.118078,2020,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PtCo-TiWO2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,H2SO4,1,0.5,SHE,0.2,0.71,0.51,0.493,0,1,,ethanol
10.1016/j.fuel.2020.118078,2020,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pt-TiWO2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,H2SO4,1,0.5,SHE,0.2,0.69,0.49,0.508,0,1,,ethanol
10.1016/j.fuel.2020.118078,2020,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pt-C,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,H2SO4,1,0.5,SHE,0.4,0.66,0.26,0.299,0,1,,ethanol
10.1016/j.jpowsour.2020.228517,2020,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PdRu-TiO2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NaOH,12.7,0.5,Ag/AgCl,-0.401,0.099,0.5,12.32,1,0,,methanol
10.1016/j.jpowsour.2020.228517,2020,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pd-TiO2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NaOH,12.7,0.5,Ag/AgCl,-0.37,0.149,0.519,5.48,1,0,,methanol
10.1016/j.electacta.2020.136674,2020,Pt-polycrystal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PtRh,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,HClO4,2,0.1,RHE,0.482,0.782,0.3,4,1,0,0.5,methanol
10.1016/j.electacta.2020.136674,2020,Pt-polycrystal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PtRu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,HClO4,2,0.1,RHE,0.612,0.782,0.17,5,1,0,0.5,methanol
10.1016/j.electacta.2020.136674,2020,Pt-polycrystal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Commercial,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,HClO4,2,0.1,RHE,0.582,0.682,0.1,1.5,1,0,0.5,methanol
10.1016/j.electacta.2020.136674,2020,Pt-polycrystal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PtRh,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,HClO4,2,0.1,RHE,0.432,0.682,0.25,2.5,0,1,0.5,ethanol
10.1016/j.electacta.2020.136674,2020,Pt-polycrystal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PtRu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,HClO4,2,0.1,RHE,0.482,0.732,0.25,2.8,0,1,0.5,ethanol
10.1016/j.electacta.2020.136674,2020,Pt-polycrystal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Commercial,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,HClO4,2,0.1,RHE,0.432,0.732,0.3,1.7,0,1,0.5,ethanol
10.1149/09707.0939ecst,2020,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pt-C,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H2SO4,1,0.5,SCE,0.394,0.744,0.35,1.25,1,0,0.1,methanol
10.1149/09707.0939ecst,2020,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PtPb-C,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H2SO4,1,0.5,SCE,0.594,0.744,0.15,0.95,1,0,0.1,methanol
10.1149/09707.0939ecst,2020,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PtBi-C,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H2SO4,1,0.5,SCE,0.544,0.844,0.3,0.8,1,0,0.1,methanol
10.1149/09707.0939ecst,2020,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pt-C,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H2SO4,1,0.5,SCE,0.344,0.744,0.4,1.2,0,1,0.1,ethanol
10.1149/09707.0939ecst,2020,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PtPb-C,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H2SO4,1,0.5,SCE,0.344,0.794,0.45,0.9,0,1,0.1,ethanol
10.1149/09707.0939ecst,2020,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PtBi-C,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H2SO4,1,0.5,SCE,0.344,0.844,0.5,0.85,0,1,0.1,ethanol
10.1016/j.electacta.2020.135929,2020,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PdAg-CNT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NaOH,14,1,Ag/AgCl,-0.601,0.299,0.9,1.36,1,0,1,methanol
10.1016/j.electacta.2020.135929,2020,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pd-C,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,NaOH,14,1,Ag/AgCl,-0.201,0.049,0.25,0.544,1,0,1,methanol
10.1016/j.electacta.2020.135929,2020,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PdAg-CNT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NaOH,14,1,Ag/AgCl,-0.401,0.379,0.78,3.23,0,1,1,ethanol
10.1016/j.electacta.2020.135929,2020,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pd-C,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NaOH,14,1,Ag/AgCl,-0.201,0.019,0.22,0.109,0,1,1,ethanol
10.1016/j.electacta.2020.136473,2020,rGO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PdCu,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,KOH,14,1,RHE,-0.296,0.024,0.32,0.746,1,0,1,methanol
10.1016/j.electacta.2020.136473,2020,Pd-C,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Commercial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOH,14,1,RHE,-0.206,-0.0359999999999999,0.17,0.473,1,0,1,methanol
10.1016/j.jallcom.2019.07.127,2019,Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NiO,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NaOH,14,1,Ag/AgCl,0.579,0.799,0.22,257,1,0,0.5,methanol
10.1088/2053-1591/ab2c81,2019,Steel,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NiZnP,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaOH,12.7,0.5,Ag/AgCl,-0.801,-0.431,0.37,10.2,1,0,1.5,methanol
10.1088/2053-1591/ab2c81,2019,Steel,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NiP,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaOH,12.7,0.5,Ag/AgCl,-0.801,-0.481,0.32,0.24,1,0,1.5,methanol
10.1088/2053-1591/ab2c81,2019,Steel,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NiZn,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaOH,12.7,0.5,Ag/AgCl,-0.801,-0.461,0.34,4.4,1,0,1.5,methanol
10.1016/j.crci.2019.08.003,2019,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITO-Pt,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,H2SO4,1,0.5,SHE,0.5,0.8,0.3,0.71,1,0,,methanol
10.1016/j.crci.2019.08.003,2019,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pt-C,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H2SO4,1,0.5,SHE,0.65,0.8,0.15,0.6,1,0,,methanol
10.1016/j.jcis.2018.11.019,2019,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fe3O4MoS2-rGO,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,NaOH,12,0.1,Ag/AgCl,0.349,0.519,0.17,0.1,1,0,0.3,methanol
10.1016/j.jcis.2018.11.019,2019,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fe3O4MoS2-rGO,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,H2SO4,2,0.1,Ag/AgCl,0.299,0.699,0.4,0.21,1,0,0.2,methanol
10.1016/j.jtice.2019.08.021,2019,carbon paste,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,AgBr,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,HCl,2.5,,Ag/AgCl,0.099,0.379,0.28,25,1,0,0.001,methanol
10.1016/j.jtice.2019.08.021,2019,carbon paste,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,AgBr,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,HCl,2.5,,Ag/AgCl,0.099,0.299,0.2,21.8,0,1,0.0007,ethanol
10.1016/j.electacta.2019.03.116,2019,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NiO-MOF-rGO,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,NaOH,14,1,Ag/AgCl,0.599,0.999,0.4,275.85,1,0,3,methanol
10.1016/j.electacta.2019.03.116,2019,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NiO-MOF,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NaOH,14,1,Ag/AgCl,0.599,0.999,0.4,183.28,1,0,3,methanol
10.1016/j.clay.2019.105277,2019,carbon paper,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Pt-CNa-CNC,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,KOH,12.7,0.5,Ag/AgCl,-0.201,0.379,0.58,0.055,1,0,0.5,methanol
10.1002/slct.201802555,2018,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AuPt-C,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,H2SO4,1,0.5,MMS,0.44,0.82,0.38,45,1,0,0.5,methanol
10.1002/slct.201802555,2018,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AuPt-C,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,H2SO4,1,0.5,MMS,0.62,0.94,0.32,3.5,0,1,0.5,ethanol
10.1007/s11664-018-6409-0,2018,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOH,12.7,0.5,SCE,1.244,1.444,0.2,0.05,1,0,0.5,methanol
10.1007/s11664-018-6409-0,2018,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fe3O4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,KOH,12.7,0.5,SCE,1.194,1.344,0.15,0.35,1,0,0.5,methanol
10.1007/s11664-018-6409-0,2018,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fe3O4-ITO,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,KOH,12.7,0.5,SCE,1.194,1.424,0.23,1.54,1,0,0.5,methanol
10.1016/j.ijhydene.2018.04.165,2018,NiO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Commercial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOH,12.7,0.5,Ag/AgCl,0.599,0.789,0.19,0.87,1,0,0.5,methanol
10.1016/j.ijhydene.2018.04.165,2018,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NiPO,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOH,12.7,0.5,Ag/AgCl,0.609,0.839,0.23,19.85,1,0,0.5,methanol
10.1016/j.ijhydene.2018.04.165,2018,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NiPO,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,KOH,12.7,0.5,Ag/AgCl,0.589,0.859,0.27,44.97,1,0,0.5,methanol
10.1557/mrc.2018.123,2018,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ni,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaOH,12.7,0.5,RHE,0.6307,0.8707,0.24,12.3,1,0,0.1,methanol
10.1557/mrc.2018.123,2018,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ni-rGO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NaOH,12.7,0.5,RHE,0.6607,0.9107,0.25,15.3,1,0,0.1,methanol
10.1149/2.0331803jes,2018,ITO-GCE,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NiTiO3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NaOH,12,0.1,Ag/AgCl,0.649,0.799,0.15,0.3,1,0,0.1,methanol
10.1039/C7QI00583K,2018,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NiCo2O4-Ni(OH)2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,KOH,14,1,Ag/AgCl,0.499,0.699,0.2,132,1,0,0.5,methanol
10.1016/j.ijhydene.2018.09.196,2018,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NiSn,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,KOH,14,1,Ag/AgCl,0.499,0.779,0.28,68,1,0,1,methanol
10.1016/j.surfcoat.2018.03.048,2018,TiN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOH,14,1,Ag/AgCl,0.599,0.999,0.4,98,1,0,1,methanol
10.1016/j.surfcoat.2018.03.048,2018,TiN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Cu,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,KOH,14,1,Ag/AgCl,0.599,0.849,0.25,25,1,0,1,methanol
10.1016/j.surfcoat.2018.03.048,2018,TiN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Ni,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,KOH,14,1,Ag/AgCl,0.599,0.899,0.3,80,1,0,1,methanol
10.1016/j.surfcoat.2018.03.048,2018,TiN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NiCu,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,KOH,14,1,Ag/AgCl,0.699,0.999,0.3,45,1,0,1,methanol
10.1016/j.surfcoat.2018.03.048,2018,TiN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NiCo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,KOH,14,1,Ag/AgCl,0.599,0.849,0.25,20,1,0,1,methanol
10.1016/j.compositesb.2018.02.017,2018,GCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pd,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,KOH,12,0.1,Ag/AgCl,-0.101,0.099,0.2,0.032,1,0,1,methanol
10.1002/smll.201700796,2017,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CoO-Co-N-C,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOH,14,1,SCE,0.594,,,,1,0,0.5,methanol
